Contigs	Prediction_software	type	start	end	bitscore	strand	\ 	Information	COVERAGE
87996_AS_042zhAM	Prodigal:002006	CDS	12537	12629	.	+	0	ID=JHFGFCBP_01210;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01210;product=hypothetical protein	121.1935501
87996_AS_042zhAM	Prodigal:002006	CDS	12733	13533	.	+	0	ID=JHFGFCBP_01211;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01211;product=hypothetical protein	120.3333359
87996_AS_042zhAM	Prodigal:002006	CDS	13826	14236	.	+	0	ID=JHFGFCBP_01212;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01212;product=hypothetical protein	117.1800461
87996_AS_042zhAM	Prodigal:002006	CDS	14315	14467	.	+	0	ID=JHFGFCBP_01213;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01213;product=hypothetical protein	180.6732025
87996_AS_042zhAM	Prodigal:002006	CDS	14485	14901	.	-	0	ID=JHFGFCBP_01214;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01214;product=hypothetical protein	128.868103
87996_AS_042zhAM	Prodigal:002006	CDS	14902	15246	.	-	0	ID=JHFGFCBP_01215;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01215;product=hypothetical protein	122.8029022
87996_AS_042zhAM	Prodigal:002006	CDS	15267	15905	.	-	0	ID=JHFGFCBP_01216;Name=era;gene=era;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00367;locus_tag=JHFGFCBP_01216;product=GTPase Era	124.3865433
87996_AS_042zhAM	Prodigal:002006	CDS	15958	17079	.	-	0	ID=JHFGFCBP_01217;eC_number=1.21.98.4;Name=pqqE_4;gene=pqqE_4;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00660;locus_tag=JHFGFCBP_01217;product=PqqA peptide cyclase	109.5026703
87996_AS_042zhAM	Prodigal:002006	CDS	17220	18395	.	+	0	ID=JHFGFCBP_01218;eC_number=6.3.4.5;Name=argG;gene=argG;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00005;locus_tag=JHFGFCBP_01218;product=Argininosuccinate synthase	124.4685364
87996_AS_042zhAM	Prodigal:002006	CDS	18410	18826	.	+	0	ID=JHFGFCBP_01219;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01219;product=hypothetical protein	115.1750565
87996_AS_042zhAM	Prodigal:002006	CDS	18862	19293	.	+	0	ID=JHFGFCBP_01220;eC_number=2.3.1.-;Name=ypeA;gene=ypeA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01127;locus_tag=JHFGFCBP_01220;product=Acetyltransferase YpeA	119.0393524
87996_AS_042zhAM	Prodigal:002006	CDS	19524	21566	.	+	0	ID=JHFGFCBP_01221;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01221;product=hypothetical protein	122.216835
88785_AS_042zhAM	Prodigal:002006	CDS	44	343	.	+	0	ID=JHFGFCBP_01222;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01222;product=hypothetical protein	101.3033371
88785_AS_042zhAM	Prodigal:002006	CDS	678	857	.	-	0	ID=JHFGFCBP_01223;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01223;product=hypothetical protein	182.5500031
88785_AS_042zhAM	Prodigal:002006	CDS	858	1742	.	-	0	ID=JHFGFCBP_01224;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01224;product=hypothetical protein	140.1830444
89482_AS_042zhAM	Prodigal:002006	CDS	263	3475	.	+	0	ID=JHFGFCBP_01225;Name=carB_1;gene=carB_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01210_B;locus_tag=JHFGFCBP_01225;product=Carbamoyl-phosphate synthase large chain	108.8733292
89482_AS_042zhAM	Prodigal:002006	CDS	3640	6591	.	-	0	ID=JHFGFCBP_01226;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01226;product=hypothetical protein	106.4874649
89662_AS_042zhAM	Prodigal:002006	CDS	364	825	.	+	0	ID=JHFGFCBP_01227;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01227;product=hypothetical protein	139.2380981
89662_AS_042zhAM	Prodigal:002006	CDS	661	1716	.	-	0	ID=JHFGFCBP_01228;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01228;product=hypothetical protein	143.844696
90148_AS_042zhAM	Prodigal:002006	CDS	14	385	.	+	0	ID=JHFGFCBP_01229;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01229;product=hypothetical protein	2.9408603
90148_AS_042zhAM	Prodigal:002006	CDS	363	761	.	+	0	ID=JHFGFCBP_01230;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01230;product=hypothetical protein	0.9824561
90148_AS_042zhAM	Prodigal:002006	CDS	876	1919	.	+	0	ID=JHFGFCBP_01231;eC_number=6.5.1.5;Name=rtc_2;db_xref=COG:COG0430;gene=rtc_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8U0N7;locus_tag=JHFGFCBP_01231;product=RNA 3'-terminal phosphate cyclase	0.3017241
90148_AS_042zhAM	Prodigal:002006	CDS	1984	2670	.	-	0	ID=JHFGFCBP_01232;eC_number=3.1.2.6;Name=gloB_2;gene=gloB_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01374;locus_tag=JHFGFCBP_01232;product=Hydroxyacylglutathione hydrolase	101.4017487
90148_AS_042zhAM	Prodigal:002006	CDS	2713	3531	.	-	0	ID=JHFGFCBP_01233;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01233;product=hypothetical protein	136.8522644
90148_AS_042zhAM	Prodigal:002006	CDS	3694	4413	.	+	0	ID=JHFGFCBP_01234;Name=cbiM_2;gene=cbiM_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01462;locus_tag=JHFGFCBP_01234;product=Cobalt transport protein CbiM	122.7166672
90148_AS_042zhAM	Prodigal:002006	CDS	4423	4737	.	+	0	ID=JHFGFCBP_01235;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01235;product=hypothetical protein	114.9714279
90148_AS_042zhAM	Prodigal:002006	CDS	4857	5795	.	+	0	ID=JHFGFCBP_01236;Name=ecfT_1;gene=ecfT_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01461;locus_tag=JHFGFCBP_01236;product=Energy-coupling factor transporter transmembrane protein EcfT	126.1363144
90148_AS_042zhAM	Prodigal:002006	CDS	5800	6645	.	+	0	ID=JHFGFCBP_01237;eC_number=7.6.2.8;Name=btuD_9;gene=btuD_9;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005;locus_tag=JHFGFCBP_01237;product=Vitamin B12 import ATP-binding protein BtuD	122.6761246
90148_AS_042zhAM	Prodigal:002006	CDS	6725	6925	.	+	0	ID=JHFGFCBP_01238;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01238;product=hypothetical protein	151.5024872
90148_AS_042zhAM	Prodigal:002006	CDS	7397	8893	.	-	0	ID=JHFGFCBP_01239;eC_number=1.12.98.3;Name=fpoN;db_xref=COG:COG1007;gene=fpoN;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:F1SVL2;locus_tag=JHFGFCBP_01239;product=F(420)H(2) dehydrogenase subunit N	122.0334015
90148_AS_042zhAM	Prodigal:002006	CDS	8895	10397	.	-	0	ID=JHFGFCBP_01240;eC_number=1.12.98.3;Name=fpoM;db_xref=COG:COG1008;gene=fpoM;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:F1SVH9;locus_tag=JHFGFCBP_01240;product=F(420)H(2) dehydrogenase subunit M	128.337326
90148_AS_042zhAM	Prodigal:002006	CDS	10394	12433	.	-	0	ID=JHFGFCBP_01241;eC_number=1.12.98.3;Name=fpoL_2;db_xref=COG:COG1009;gene=fpoL_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:F1SVK0;locus_tag=JHFGFCBP_01241;product=F(420)H(2) dehydrogenase subunit L	120.4426498
90148_AS_042zhAM	Prodigal:002006	CDS	12437	12739	.	-	0	ID=JHFGFCBP_01242;eC_number=1.12.98.3;Name=fpoK;db_xref=COG:COG0713;gene=fpoK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:F1SVE0;locus_tag=JHFGFCBP_01242;product=F(420)H(2) dehydrogenase subunit K	136.2343292
90148_AS_042zhAM	Prodigal:002006	CDS	12778	13041	.	-	0	ID=JHFGFCBP_01243;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01243;product=hypothetical protein	109.094696
90148_AS_042zhAM	Prodigal:002006	CDS	13028	13459	.	-	0	ID=JHFGFCBP_01244;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01244;product=hypothetical protein	141.5
90148_AS_042zhAM	Prodigal:002006	CDS	13459	14040	.	-	0	ID=JHFGFCBP_01245;eC_number=7.1.1.-;Name=ndhI_3;gene=ndhI_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01351;locus_tag=JHFGFCBP_01245;product=NAD(P)H-quinone oxidoreductase subunit I%2C chloroplastic	133.0652924
90148_AS_042zhAM	Prodigal:002006	CDS	14053	15105	.	-	0	ID=JHFGFCBP_01246;eC_number=1.12.98.3;Name=fpoH;db_xref=COG:COG1005;gene=fpoH;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8PU59;locus_tag=JHFGFCBP_01246;product=F(420)H(2) dehydrogenase subunit H	113.3494797
90148_AS_042zhAM	Prodigal:002006	CDS	15118	16830	.	-	0	ID=JHFGFCBP_01247;eC_number=7.1.1.-;Name=nuoC;gene=nuoC;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01397;locus_tag=JHFGFCBP_01247;product=NADH-quinone oxidoreductase subunit C/D	123.8820801
90148_AS_042zhAM	Prodigal:002006	CDS	16845	17417	.	-	0	ID=JHFGFCBP_01248;eC_number=1.12.98.3;Name=fpoB;db_xref=COG:COG0377;gene=fpoB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:F1SVH7;locus_tag=JHFGFCBP_01248;product=F(420)H(2) dehydrogenase subunit B	119.8254776
90148_AS_042zhAM	Prodigal:002006	CDS	17408	17812	.	-	0	ID=JHFGFCBP_01249;eC_number=1.12.98.3;Name=fpoA;db_xref=COG:COG0838;gene=fpoA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8PU58;locus_tag=JHFGFCBP_01249;product=F(420)H(2) dehydrogenase subunit A	153.5185242
90148_AS_042zhAM	Prodigal:002006	CDS	17913	18857	.	+	0	ID=JHFGFCBP_01250;eC_number=2.5.1.46;Name=dys_1;db_xref=COG:COG1899;gene=dys_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O50105;locus_tag=JHFGFCBP_01250;product=putative deoxyhypusine synthase	129.1354523
90148_AS_042zhAM	Prodigal:002006	CDS	18883	19623	.	+	0	ID=JHFGFCBP_01251;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01251;product=hypothetical protein	124.7692337
90148_AS_042zhAM	Prodigal:002006	CDS	19678	20235	.	+	0	ID=JHFGFCBP_01252;eC_number=2.5.1.129;Name=PAD1;gene=PAD1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01984;locus_tag=JHFGFCBP_01252;product=Flavin prenyltransferase PAD1%2C mitochondrial	105.9462357
90148_AS_042zhAM	Prodigal:002006	CDS	20286	20504	.	+	0	ID=JHFGFCBP_01253;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01253;product=hypothetical protein	144.7716827
90148_AS_042zhAM	Prodigal:002006	CDS	21257	21763	.	-	0	ID=JHFGFCBP_01254;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01254;product=hypothetical protein	168.8599548
90730_AS_042zhAM	Prodigal:002006	CDS	11	247	.	+	0	ID=JHFGFCBP_01255;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01255;product=hypothetical protein	58.1772156
90730_AS_042zhAM	Prodigal:002006	CDS	297	446	.	+	0	ID=JHFGFCBP_01256;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01256;product=hypothetical protein	108.2266693
90730_AS_042zhAM	Prodigal:002006	CDS	598	1608	.	-	0	ID=JHFGFCBP_01257;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01257;product=hypothetical protein	128.9080048
90730_AS_042zhAM	Prodigal:002006	CDS	1649	4645	.	-	0	ID=JHFGFCBP_01258;eC_number=2.7.13.3;Name=rcsC_7;gene=rcsC_7;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00979;locus_tag=JHFGFCBP_01258;product=Sensor histidine kinase RcsC	120.3960648
90730_AS_042zhAM	Prodigal:002006	CDS	4855	6627	.	-	0	ID=JHFGFCBP_01259;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01259;product=hypothetical protein	118.9007339
90730_AS_042zhAM	Prodigal:002006	CDS	6768	7127	.	-	0	ID=JHFGFCBP_01260;eC_number=2.4.2.54;db_xref=COG:COG1907;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58822;locus_tag=JHFGFCBP_01260;product=Beta-ribofuranosylaminobenzene 5'-phosphate synthase	109.2277756
91102_AS_042zhAM	Prodigal:002006	CDS	32	511	.	+	0	ID=JHFGFCBP_01261;eC_number=4.2.1.33;Name=leuD_2;db_xref=COG:COG0066;gene=leuD_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58673;locus_tag=JHFGFCBP_01261;product=Isopropylmalate/citramalate isomerase small subunit	101.40625
91102_AS_042zhAM	Prodigal:002006	CDS	517	1344	.	+	0	ID=JHFGFCBP_01262;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01262;product=hypothetical protein	110.2222214
91102_AS_042zhAM	Prodigal:002006	CDS	1347	2300	.	+	0	ID=JHFGFCBP_01263;eC_number=1.1.1.87;Name=aksF;db_xref=COG:COG0473;gene=aksF;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q58991;locus_tag=JHFGFCBP_01263;product=Homoisocitrate dehydrogenase	129.457016
91102_AS_042zhAM	Prodigal:002006	CDS	2597	3832	.	-	0	ID=JHFGFCBP_01264;eC_number=1.1.1.38;Name=maeA;gene=maeA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01619;locus_tag=JHFGFCBP_01264;product=NAD-dependent malic enzyme	132.6682892
91102_AS_042zhAM	Prodigal:002006	CDS	4110	4259	.	+	0	ID=JHFGFCBP_01265;db_xref=COG:COG1552;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8U0V6;locus_tag=JHFGFCBP_01265;product=50S ribosomal protein L40e	185.1933289
91102_AS_042zhAM	Prodigal:002006	CDS	4267	5025	.	+	0	ID=JHFGFCBP_01266;eC_number=2.5.1.41;db_xref=COG:COG1646;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5JDY1;locus_tag=JHFGFCBP_01266;product=Geranylgeranylglyceryl phosphate synthase	126.9183121
91102_AS_042zhAM	Prodigal:002006	CDS	5032	6177	.	+	0	ID=JHFGFCBP_01267;eC_number=3.4.13.9;Name=pepQ_2;db_xref=COG:COG0006;gene=pepQ_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O58885;locus_tag=JHFGFCBP_01267;product=Xaa-Pro dipeptidase	124.5706787
91102_AS_042zhAM	Prodigal:002006	CDS	6225	7109	.	+	0	ID=JHFGFCBP_01268;eC_number=3.4.11.18;Name=map;db_xref=COG:COG0024;gene=map;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:B6YTG0;locus_tag=JHFGFCBP_01268;product=Methionine aminopeptidase	126.8700562
91102_AS_042zhAM	Prodigal:002006	CDS	7170	7769	.	-	0	ID=JHFGFCBP_01269;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01269;product=hypothetical protein	129.656662
91102_AS_042zhAM	Prodigal:002006	CDS	7798	8307	.	-	0	ID=JHFGFCBP_01270;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01270;product=hypothetical protein	114.4411774
91102_AS_042zhAM	Prodigal:002006	CDS	8495	9355	.	-	0	ID=JHFGFCBP_01271;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01271;product=hypothetical protein	156.738678
91102_AS_042zhAM	Prodigal:002006	CDS	9904	10827	.	+	0	ID=JHFGFCBP_01272;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01272;product=hypothetical protein	131.5876617
91102_AS_042zhAM	Prodigal:002006	CDS	10859	11491	.	+	0	ID=JHFGFCBP_01273;eC_number=2.7.6.3;Name=mptE;db_xref=COG:COG1634;gene=mptE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8U2A9;locus_tag=JHFGFCBP_01273;product=6-hydroxymethyl-7%2C8-dihydropterin pyrophosphokinase	135.2511902
91102_AS_042zhAM	Prodigal:002006	CDS	11562	12197	.	-	0	ID=JHFGFCBP_01274;eC_number=2.7.4.9;Name=tmk;gene=tmk;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00165;locus_tag=JHFGFCBP_01274;product=Thymidylate kinase	142.35849
91102_AS_042zhAM	Prodigal:002006	CDS	12581	13516	.	+	0	ID=JHFGFCBP_01275;eC_number=3.6.1.1;Name=ppaC_2;db_xref=COG:COG1227;gene=ppaC_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0B5R0;locus_tag=JHFGFCBP_01275;product=Manganese-dependent inorganic pyrophosphatase	134.4337616
91102_AS_042zhAM	Prodigal:002006	CDS	13646	14917	.	-	0	ID=JHFGFCBP_01276;eC_number=6.3.4.22;Name=tiaS;db_xref=COG:COG1571;gene=tiaS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O28025;locus_tag=JHFGFCBP_01276;product=tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS	120.15802
91102_AS_042zhAM	Prodigal:002006	CDS	14954	15883	.	+	0	ID=JHFGFCBP_01277;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01277;product=hypothetical protein	120.8236542
91102_AS_042zhAM	Prodigal:002006	CDS	15956	16927	.	+	0	ID=JHFGFCBP_01278;eC_number=2.7.1.48;Name=udk;gene=udk;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00551;locus_tag=JHFGFCBP_01278;product=Uridine kinase	125.4681091
91102_AS_042zhAM	Prodigal:002006	CDS	16936	17190	.	-	0	ID=JHFGFCBP_01279;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01279;product=hypothetical protein	128.8784332
91318_AS_042zhAM	Prodigal:002006	CDS	42	1367	.	+	0	ID=JHFGFCBP_01280;eC_number=6.3.1.2;Name=glnA_2;db_xref=COG:COG0174;gene=glnA_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q60182;locus_tag=JHFGFCBP_01280;product=Glutamine synthetase	134.0995483
91318_AS_042zhAM	Aragorn:001002	tRNA	1542	1616	.	+	.	ID=JHFGFCBP_01281;inference=COORDINATES:profile:Aragorn:001002;locus_tag=JHFGFCBP_01281;product=tRNA-Lys(ctt)	89.706665
91318_AS_042zhAM	Prodigal:002006	CDS	1897	2205	.	+	0	ID=JHFGFCBP_01282;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01282;product=hypothetical protein	144.766983
91318_AS_042zhAM	Prodigal:002006	CDS	2393	3247	.	+	0	ID=JHFGFCBP_01283;eC_number=3.1.21.2;Name=nfo;gene=nfo;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00152;locus_tag=JHFGFCBP_01283;product=endonuclease 4	125.3380127
91318_AS_042zhAM	Prodigal:002006	CDS	3233	3637	.	-	0	ID=JHFGFCBP_01284;Name=filR2;db_xref=COG:COG0784;gene=filR2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:G7WMP8;locus_tag=JHFGFCBP_01284;product=putative methanogenesis regulatory protein FilR2	127.2271576
91318_AS_042zhAM	Prodigal:002006	CDS	3819	4745	.	-	0	ID=JHFGFCBP_01285;eC_number=4.1.3.44;Name=taw1;db_xref=COG:COG0731;gene=taw1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O59412;locus_tag=JHFGFCBP_01285;product=S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase	106.8781052
91715_AS_042zhAM	Prodigal:002006	CDS	297	1634	.	+	0	ID=JHFGFCBP_01286;eC_number=1.3.7.7;Name=bchB_4;gene=bchB_4;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00353;locus_tag=JHFGFCBP_01286;product=Light-independent protochlorophyllide reductase subunit B	120.3527679
91715_AS_042zhAM	Prodigal:002006	CDS	1664	1786	.	-	0	ID=JHFGFCBP_01287;db_xref=COG:COG0347;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q60381;locus_tag=JHFGFCBP_01287;product=putative nitrogen regulatory PII-like protein	72.1138229
92713_AS_042zhAM	Prodigal:002006	CDS	626	1768	.	-	0	ID=JHFGFCBP_01288;eC_number=3.1.4.53;Name=cpdA_1;gene=cpdA_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00905;locus_tag=JHFGFCBP_01288;product=3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA	106.0752411
92713_AS_042zhAM	Prodigal:002006	CDS	1765	3363	.	-	0	ID=JHFGFCBP_01289;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01289;product=hypothetical protein	92.4202652
92713_AS_042zhAM	Prodigal:002006	CDS	3417	4433	.	-	0	ID=JHFGFCBP_01290;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01290;product=hypothetical protein	115.607666
94519_AS_042zhAM	Prodigal:002006	CDS	11	910	.	+	0	ID=JHFGFCBP_01291;eC_number=2.5.1.81;db_xref=COG:COG0142;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8PYS1;locus_tag=JHFGFCBP_01291;product=Geranylfarnesyl diphosphate synthase	79.5500031
94519_AS_042zhAM	Prodigal:002006	CDS	883	2022	.	+	0	ID=JHFGFCBP_01292;eC_number=1.21.98.4;Name=pqqE_5;gene=pqqE_5;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00660;locus_tag=JHFGFCBP_01292;product=PqqA peptide cyclase	111.0692978
94519_AS_042zhAM	Prodigal:002006	CDS	2247	2858	.	-	0	ID=JHFGFCBP_01293;Name=ycf3_5;gene=ycf3_5;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00439;locus_tag=JHFGFCBP_01293;product=Photosystem I assembly protein Ycf3	43.8415031
95491_AS_042zhAM	Prodigal:002006	CDS	34	753	.	+	0	ID=JHFGFCBP_01294;eC_number=3.6.4.12;Name=MCM_1;db_xref=COG:COG1241;gene=MCM_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9UXG1;locus_tag=JHFGFCBP_01294;product=Minichromosome maintenance protein MCM	103.2291641
95491_AS_042zhAM	Prodigal:002006	CDS	764	1129	.	+	0	ID=JHFGFCBP_01295;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01295;product=hypothetical protein	117.6092911
95491_AS_042zhAM	Prodigal:002006	CDS	1129	2166	.	+	0	ID=JHFGFCBP_01296;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01296;product=hypothetical protein	118.289978
95491_AS_042zhAM	Prodigal:002006	CDS	2591	3913	.	+	0	ID=JHFGFCBP_01297;eC_number=2.7.7.-;Name=dnaG;db_xref=COG:COG0358;gene=dnaG;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P95980;locus_tag=JHFGFCBP_01297;product=DNA primase DnaG	116.1496582
95491_AS_042zhAM	Prodigal:002006	CDS	3972	4325	.	+	0	ID=JHFGFCBP_01298;eC_number=3.1.1.29;Name=pth;db_xref=COG:COG1990;gene=pth;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O74017;locus_tag=JHFGFCBP_01298;product=Peptidyl-tRNA hydrolase	135.7457581
95491_AS_042zhAM	Prodigal:002006	CDS	4332	5609	.	+	0	ID=JHFGFCBP_01299;eC_number=5.4.99.27;Name=truD;db_xref=COG:COG0585;gene=truD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8Q0M2;locus_tag=JHFGFCBP_01299;product=putative tRNA pseudouridine synthase D	121.1165848
95491_AS_042zhAM	Prodigal:002006	CDS	5668	5997	.	-	0	ID=JHFGFCBP_01300;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01300;product=hypothetical protein	129.9666595
95491_AS_042zhAM	Prodigal:002006	CDS	5994	6182	.	-	0	ID=JHFGFCBP_01301;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01301;product=hypothetical protein	131.5661316
95491_AS_042zhAM	Prodigal:002006	CDS	7043	7942	.	+	0	ID=JHFGFCBP_01302;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01302;product=hypothetical protein	115.9911118
95491_AS_042zhAM	Prodigal:002006	CDS	7939	9495	.	+	0	ID=JHFGFCBP_01303;eC_number=1.2.7.8;Name=iorA_3;db_xref=COG:COG4231;gene=iorA_3;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80910;locus_tag=JHFGFCBP_01303;product=Indolepyruvate oxidoreductase subunit IorA	105.0128479
95491_AS_042zhAM	Prodigal:002006	CDS	9434	11317	.	-	0	ID=JHFGFCBP_01304;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01304;product=hypothetical protein	119.6820602
95491_AS_042zhAM	Prodigal:002006	CDS	11382	13340	.	-	0	ID=JHFGFCBP_01305;eC_number=4.1.1.19;Name=speA;gene=speA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01417;locus_tag=JHFGFCBP_01305;product=Biosynthetic arginine decarboxylase	123.5793762
95491_AS_042zhAM	Prodigal:002006	CDS	13585	14610	.	+	0	ID=JHFGFCBP_01306;eC_number=2.5.1.46;Name=dys_2;db_xref=COG:COG1899;gene=dys_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O50105;locus_tag=JHFGFCBP_01306;product=putative deoxyhypusine synthase	121.0877228
95491_AS_042zhAM	Prodigal:002006	CDS	14621	15190	.	-	0	ID=JHFGFCBP_01307;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01307;product=hypothetical protein	155.7631531
95491_AS_042zhAM	Prodigal:002006	CDS	15245	15430	.	-	0	ID=JHFGFCBP_01308;inference=ab initio prediction:Prodigal:002006;locus_tag=JHFGFCBP_01308;product=hypothetical protein	148.790329
95491_AS_042zhAM	Aragorn:001002	tRNA	15451	15527	.	-	.	ID=JHFGFCBP_01309;inference=COORDINATES:profile:Aragorn:001002;locus_tag=JHFGFCBP_01309;product=tRNA-Arg(tct)	124.649353
